ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
187,12625.4082037442,89.64034679553865,3,0.9704950616796092,99.82080913057516,9,0.2605566430491829,3.1729128942650435,0.0338786505383547,97.73729658783196,5,1064.1293777041208,0.1455504815316037,7.463574838022938,170.61159066064494,0
472,9463.226769782308,95.15553120750316,5,3.2562027819368757,60.54710604418577,14,0.5105754447451843,3.172206558250949,0.0512754784079912,91.78033180890375,5,1334.1831488648186,0.2744033332343333,3.603477368533337,246.74036135394329,1
199,13475.329892885242,85.63836711194503,2,3.820789041138223,74.20532861263163,15,3.372971178677935,3.6274200172331,0.0306664795314994,93.58574366544966,9,3020.192080044948,0.4164501267432066,4.5027816687604645,149.44673399591483,1
971,15333.27953075136,86.3607922338904,2,3.952752354741417,71.2411170508081,5,0.3546882590415973,4.289603176519871,0.0892304884368412,85.88513131698532,1,1600.4890608792164,0.15698429850416,9.279353464535914,356.8150873255794,1
763,18099.84373791212,98.49283582257272,0,4.574179347180923,70.49263400662139,3,2.976788899069869,8.519866915828327,0.0439017932429108,88.83088527271315,8,4115.050433387993,0.4743241395089941,6.098026144706863,367.6571710778805,1
230,14544.37030968872,81.12448589701944,4,2.3426183384994976,68.90119129995543,3,1.1000629932569272,9.32611091344894,0.0292022084013024,96.13624957812502,7,2097.940696018103,0.4554018769565618,1.8737025751354444,365.6729277742549,1
761,16416.82305564737,89.71268596826681,4,4.7888274587996165,88.36495363260916,23,1.52042414255874,5.250244873831602,0.0155394833541149,86.61352437526364,6,1391.5985493972962,0.2659620283466793,8.196507215414648,316.8508193453381,1
408,7401.074524318595,98.25601600815725,5,4.394432322872087,63.39037893101288,22,0.648182510737132,3.0256716159064867,0.0672350726300358,83.30123231020387,8,1940.8397036137992,0.1023899362903746,3.3051753919850992,398.5043471191088,1
869,11923.362116296848,92.20726015636312,2,1.8342570696077256,89.66435335773353,3,1.2433374308641965,3.790479400764245,0.0025786943285584,87.56609825966962,3,2428.3929206231523,0.4158979306697944,5.974352583815643,114.35091855199188,1
443,5139.974297406399,90.92814148424264,0,1.2167736680725632,87.73703368065094,21,4.10645892409664,7.889647814841804,0.044999578716994,81.38437334818776,1,1141.2664343795343,0.4523583213649131,5.589833273775915,483.00539497812247,1
591,8700.182967824345,84.9948835845871,0,2.4592522825760605,70.03216530003586,21,3.1943920280326377,7.419404153703118,0.0550121820367223,94.35712916969864,3,1566.702097545316,0.169895236942173,3.142709581166926,188.8384831717414,1
513,15896.925726695072,86.86550978128896,0,2.30854418580185,70.11335132660645,16,4.7487989735642735,9.737658412845525,0.0339784610880331,82.95491817548395,9,2295.3870179100786,0.4664768835266228,2.0419393131512296,148.62478747669735,1
905,19877.14927024045,97.04096831609384,3,3.0907368739904197,85.15442341378008,12,0.2437242767687764,2.115909444760666,0.0749817747275005,85.7025181412169,2,2241.9218952390565,0.4656389109178784,2.9013544584547124,476.4544171767726,1
485,6487.671493808239,91.18436263536915,5,3.125238045474866,90.48684421934712,1,3.962059985920343,8.006070082258855,0.0675660496837938,97.62162011107785,1,4201.546786239356,0.2885163404136762,1.8760401960756905,432.1747665446333,1
291,11022.414737919324,90.2948438751356,4,3.8749414297098888,95.0594245234946,19,3.495385916397123,6.046348803623853,0.0971398987569961,90.80995315913542,1,4373.021901250612,0.4192139243191367,3.480652170568911,405.94816771667206,1
376,17001.06453048739,81.99159427080058,4,2.794504766925246,94.08558255417904,5,1.3044615259876802,9.221543823379674,0.0508766799289681,86.42676881192952,7,1773.6743965741998,0.2779791913087953,9.975677596637182,141.89828357559264,0
260,8060.534519433482,80.32056312910247,3,0.971701884233445,98.59531976655413,21,3.6458335140529226,6.609333393014936,0.0537812364629383,90.95333780029772,4,1495.7595356513896,0.3256185063674471,4.6188303871724425,423.0116854704663,1
559,13326.274239534294,99.27370377374098,1,4.362311009988978,83.25539581346044,0,3.582742749573101,5.573341795691324,0.0245839319193822,84.36555319263779,5,3536.6499372856733,0.2279356039239053,8.774995522015093,343.60940920391306,1
413,15996.069440445122,87.53972334573683,3,1.8939406243333416,96.3462224536144,7,2.2967260152937192,7.326804875943958,0.038548389073072,80.50346259411221,7,4218.4942227817255,0.1637877381283298,5.942599229161553,392.763444404738,0
121,14239.781753902686,92.06426124199008,5,4.8708385713796645,92.34053093041643,17,3.4431980942685447,8.66818753744798,0.0026860591158303,92.07464957927606,6,4854.8923888965255,0.3986146335256127,6.999247714003596,491.22811192735696,1
352,7820.371019231242,81.5943014637457,0,1.0303704890589658,95.78670497256054,20,2.222904515075326,4.259988401382816,0.0689274788597689,94.2825186556946,6,1027.1851389860572,0.1005571378076542,2.4071317277550057,177.7764708472001,1
847,10330.768530286092,93.66228571446094,3,4.812130275046265,60.46506405141466,3,1.6777279802893608,2.8602163502740634,0.031162279968354,97.59563530891958,6,2654.7124537072177,0.3318210758595126,3.473252806797779,301.7527843274121,1
956,16756.87676728096,98.6513341741192,0,0.9095531309713264,98.63611967463244,4,2.3324548016845807,5.464144946554564,0.0540367009666697,95.43766722129448,6,3935.9513363775422,0.4458744105513855,5.5939908072603295,401.340778583646,1
660,13313.39771198025,91.5133050599484,5,1.5396626207617676,78.94120651385913,4,4.475647407463956,3.7161589824938286,0.0254992396410949,98.5335540099103,7,4314.237195497418,0.1885109147105802,8.930290908041567,273.4625403086793,0
574,5078.444203143691,82.52230644750821,5,0.7096097393894372,91.92731958299372,14,1.9229189643010909,5.436329403161673,0.0621036200339658,99.7190695108574,0,1249.1437947323911,0.2331597827192009,1.3859923229644615,121.8612331672834,1
158,16414.861400421407,91.63443054946951,2,3.673009159875477,65.08816477351124,9,2.0184408872833197,9.9283853823916,0.0447582492954044,94.89870895491596,2,3722.458077856509,0.3349943411457851,5.562279636091488,144.57555955020848,1
610,5529.670324103586,95.32694426209304,0,4.326344314573063,75.83764383255897,7,3.042016138110251,6.592976750192175,0.0481860652386294,97.35846601660668,0,2155.7548695958803,0.198748098612456,1.4591099125758693,340.8367890182491,1
781,16186.006740968482,88.12833073148037,4,2.453319868171912,70.85842652083963,6,3.7649973771681062,7.54880178277395,0.0942607139815326,93.4746300645637,7,1298.3878373325017,0.4389947429323132,5.111404088043543,214.00165855630263,1
575,8037.208402478562,97.59675495882937,3,4.678349337690934,71.66635082003748,11,3.6731043015557834,7.423427379691348,0.070616032312386,83.41875582416539,1,2956.410327018669,0.246641266845022,6.659813433993731,155.13625892103735,1
799,19371.1022017907,92.9736590671473,5,3.156345822900198,64.93022479803527,10,0.0989936505907862,8.565606690288508,0.0261899735600073,83.6340485264457,6,1632.613372816584,0.3326454879279544,7.702508722854766,235.95679900983296,1
882,10519.111269531266,97.98497836578406,0,3.3350321095093545,92.23055330172028,12,3.4370766650942657,9.553028792123037,0.0503921817741425,82.20518912630526,5,3948.030072246739,0.1904484590396835,2.2467880473456403,180.3923728179142,1
289,9903.974245071186,92.47010622494676,1,4.304386407653464,60.36969258324313,14,2.2527702404946344,7.270544785664428,0.0466672819051978,98.85949439987048,0,3965.047198797814,0.1165545347963942,2.499177551152133,109.57578662990976,1
786,7233.32075498667,82.62575944009649,2,1.835600922733275,72.5002182794081,16,2.620449837772288,5.808757158025665,0.0795052606878363,93.4550339567876,5,4368.271059950038,0.1694801064054642,5.230584295226115,160.72559542686645,1
662,9584.063232353225,86.19383422210379,1,2.094195745974316,66.9764217286566,21,2.808316684714896,4.5426475713432914,0.0833355114096202,95.79819500931048,8,2510.2747405910086,0.1184795750435213,9.982328121811666,453.231184367069,1
975,18149.761427423007,84.03589896504914,5,4.576783636375899,83.56155762433362,21,3.658598085541327,4.882194400990937,0.0283442822741725,86.62314673648729,2,1053.2391889225746,0.2874415598452877,4.204421520910871,104.81491300108642,1
666,19945.01506440871,98.17652995433724,1,4.554335732174437,70.17009610458176,17,4.156664918041565,4.675844864992453,0.0821151453906236,89.20843420153516,6,2038.9437534979188,0.3346549563672197,4.847746846266192,409.5401214376383,1
343,10524.642957602726,95.20800134574964,1,4.894172492903919,70.359938181124,7,3.2313047231611804,4.595723930191119,0.0179501405291001,80.79559063673386,3,2871.246798101108,0.1178700830741811,4.892020685330964,401.3844423486334,1
931,11729.159464318138,93.52796737820012,2,4.55827242398752,79.53352575981275,5,2.819536104030006,7.557000035056754,0.0762770554537695,97.78014800870196,0,3776.045117664202,0.1361928886151731,1.726307392213859,325.6950753435957,1
604,15831.064073041056,86.01932639263244,2,1.073174162150124,86.10756157363703,10,1.8688462740635088,6.701672239614913,0.024878454380136,97.06006858823216,6,2528.162342746966,0.2942100107241404,7.967549307609958,183.37910628334828,0
230,18292.93670697612,83.68089544100427,2,4.206759287616443,64.85218818260654,8,0.6893910961597377,3.61596035934181,0.0297931157413295,95.69622669728588,0,3144.193584268552,0.4196719728803905,3.277913719834967,451.22368972009264,1
584,13895.665012801765,95.12902175977824,2,2.3442731514931734,67.02045809861984,4,4.79288840822432,9.757008153329569,0.0852467840188994,81.16604135362383,3,3097.054349822868,0.3512036715662877,7.333003511946279,290.03022751757726,1
918,10872.88547266744,89.48315891758159,1,4.95860610175672,69.8869897837807,6,2.3092114616265382,5.421804122834554,0.0420074865056297,83.48499471154868,8,1659.9293974332663,0.1418840880415477,5.2758089095203164,169.28249161909417,1
746,11189.327612729356,84.51579104301258,4,2.625264339479605,98.94992856471842,21,2.8310612224869662,6.528691208544627,0.0990565824856296,86.68341315508923,4,3492.1980003200506,0.4550169095365979,6.506017679974456,271.6090369956904,1
120,15434.272197452105,92.3324395633055,4,2.9922623712599927,75.88609999771681,14,3.7553656971820857,7.620807734318101,0.0151943029907441,85.26125350683344,6,2757.006912821591,0.4669800939158987,1.4857447284549663,177.96689109770108,1
940,5048.2739540641805,80.80667704276904,2,2.883987118655593,83.95960362524106,20,0.3420524248991458,6.909419013415164,0.0463349038039683,96.76919677062138,6,4231.674806609972,0.2299827311397843,9.009691159749096,250.40313645196983,1
266,14293.84006189761,86.52340508256506,3,1.94781663436225,69.66171250863911,21,4.275055045018657,4.488414152764807,0.0732450330908936,83.89671516401239,2,3762.4448325156,0.3464071167525449,3.19471092477742,298.6751084040481,1
373,10332.39515662036,89.3711398918227,0,0.8375994000181317,79.61838100629951,3,3.985128716712037,8.381652587899014,0.0005367057978507,90.6424893067795,7,1445.8767447902185,0.2969308600738847,7.030858487507532,243.96035588082,0
487,16912.95996915626,82.95916668218811,5,4.530430536808633,62.96476697543832,18,3.8721429095492055,2.881229116637015,0.0151855278193017,91.42762195638625,0,2955.0336401462737,0.4768095074519288,8.182172008595455,362.8177096290804,1
700,6394.859597346982,99.6930895518168,3,4.11204115636829,61.38968583689308,12,0.1099135336720419,6.551966677629372,0.002035674941098,88.50023694325074,3,3809.9774339767496,0.3034994131794943,5.860348455548774,474.3671216353754,1
415,13823.034004225858,84.18194729179228,5,1.1278705125185118,78.74934107285841,0,2.6325942570520717,4.186537784112805,0.0992877865382753,84.81375863460919,9,1348.0469032293704,0.4839863254848257,4.036006198707618,239.25973905878536,0
113,12214.593348291855,82.6070626008653,3,3.995457221075328,75.94637150073649,0,0.2713418536621842,6.926098941384146,0.076062466242147,99.20588581762264,3,4169.988130226526,0.1797370202120824,9.801130370329693,242.29580553459428,1
341,14634.882888578411,84.07069747773792,3,3.316309997227745,65.4752127876731,21,2.754362894236456,3.7439478486749582,0.03735590977466,88.26798484538045,1,1888.0180585775977,0.2382147030782719,3.5059574194362604,395.32098824090616,1
876,5972.803917244525,95.38122266319448,4,2.3411470456293,87.50405715682935,13,3.5922416312776124,8.177597241674706,0.0156284934696775,94.54619991073328,5,3012.3391818947584,0.4125380960384549,9.537961034109436,312.2363726084339,1
445,13699.756811421968,88.51011318543685,0,1.6430951709300323,99.71613963597058,8,0.6092512512921144,3.820290650126661,0.009038324280345,83.68092975312457,0,4762.245149890545,0.4134442942373472,2.4060172031625857,271.53577584829645,0
664,13422.268819392855,91.30831879505077,3,4.368779525760046,75.8258728478685,23,3.474415527386443,9.12313707973466,0.0531907200550911,96.45622337072456,2,3285.336939289136,0.3928733095826821,4.502999183701092,425.523275382601,1
997,13409.901416242565,80.42018313972721,2,3.6508471668232394,84.98234543669578,11,2.247664229926536,8.892439237361849,0.0975891318199198,84.31783646467333,8,2696.2178068157896,0.4438445858661216,2.24646025732572,456.4144268765645,1
439,14052.314998946822,80.6886261714663,5,2.964829592611116,98.51903769457942,17,4.0577646533891,4.89914761611049,0.0674610944657764,93.50613247146052,9,1027.1797095965708,0.3810184691775249,1.020164257663264,336.2346424188735,1
191,15147.019058395434,88.91651099654032,4,3.2430584025430886,93.261398897875,8,2.6679446969015053,5.086562310992207,0.0365138368258729,90.12992002945045,5,1533.6544910963123,0.3544340577888936,3.342326863568274,174.04130910220243,1
466,17074.834995211546,96.33310486403246,5,0.9097978193698144,78.54208893210743,7,1.6806076791732438,7.612027661499924,0.0500850973237488,82.93114281962853,1,3314.6555403919506,0.2835700052310048,1.7848936082705924,286.51435560079113,0
554,9047.310801923217,97.70477757415132,2,2.632638924100364,89.49957937839677,13,1.659957817118543,2.7229883037798714,0.0998903367939452,80.49898392312154,8,2975.300162614953,0.2868350973317307,9.877109707813124,301.7482648592537,1
527,17375.74115270093,81.73413135191281,2,1.371651317535659,65.12540161002096,8,4.48743260003792,2.647355297405434,0.051876622888445,98.61496530763613,1,2455.3167025873254,0.2624645972816967,7.854879861566223,272.8829428443438,1
608,12473.835233951804,90.76726204202046,3,1.4377265555397143,80.48415421855196,19,2.2643579229256616,3.090593574671545,0.0964201485776355,82.5138102712908,6,4692.863541576469,0.3480847198815281,1.0333431668980793,204.97275154615372,1
875,6155.874187014968,98.2645937255854,2,3.4758678302909,71.16241108719746,1,2.028769485882105,6.499802683598818,0.0016361718817826,94.0990285737383,0,2329.930149703763,0.2626655716931974,3.012819263412329,288.9287230895418,1
134,5878.263938659688,87.75945508795773,0,4.600652683254296,66.44654751584645,0,0.1993681114895779,3.192018438648746,0.0720963128234172,93.05369917893968,4,3148.6030257764264,0.1589977256346388,7.0311181715534525,278.61846083907585,1
305,10013.574780440911,96.59131662856736,2,2.3169047471525595,77.05123625018139,12,1.8216230255770085,4.220938254183851,0.0627161449213116,86.83440084897053,6,3274.85363809652,0.1426118464834587,4.58696901848279,183.79740958077548,1
180,16773.454656672013,82.67391308798872,3,1.434871728554857,65.24058217734458,9,4.248135274722124,7.175291260321663,0.0685329858457321,83.70765799109456,2,3109.873560255691,0.4697889100975111,8.486583067398046,461.372260934426,1
661,15615.214021113736,98.70788979335596,5,3.419361217564944,87.95940432697942,7,3.804938282663046,2.1249902226937243,0.0570567089257452,83.5665649891083,3,2910.341566160397,0.1098955630151532,5.543747005381585,454.1363803389872,1
971,16829.224470086097,95.02846635062603,2,4.42034170857643,78.24960176213342,6,1.104566013982999,3.441892863627759,0.0044176776241655,91.7065570610048,4,2348.2549440476323,0.142186904722261,6.882862777591862,403.8465713802359,1
487,12759.03584662414,98.82668785573804,4,3.867434605051209,81.24578530258655,23,2.065283116067516,9.43944530300563,0.0149563935491825,90.93842589248092,2,4635.054532158478,0.2781219498582347,6.373336578350325,260.37863104491254,1
101,11602.98496933236,93.53234467105013,4,4.409407537414642,65.85503754672628,11,0.9828983804087444,7.308620987269704,0.0922251270335214,97.51870040700464,5,2803.213047036579,0.2051705067617519,6.743520105612709,248.13676315685424,1
489,7211.78790059426,87.26807863998854,4,2.914496019548597,65.59086644373978,16,4.771084084173534,4.444408913785708,0.0232925008367116,92.80006156823872,2,3113.7954693843026,0.2623395601608583,3.0708896844446207,386.5861509583858,1
665,9922.891304139674,98.76362345049444,5,3.883443099661359,83.33661741040495,11,2.9905893926776783,2.362427392489349,0.0992937269326941,96.3854995216105,7,3625.911935320969,0.1469789526375533,4.359604952855724,343.2476940012276,1
205,11510.290492608128,85.51133552618357,1,1.1302905171152142,99.40038991317786,15,3.7717739627427433,6.688390467299416,0.0679588484394616,80.64826124905217,6,1270.6241697261387,0.1523627747389496,1.4556632757804224,340.2393295787031,1
871,6329.006445194258,86.64345044123465,4,2.0672357691343617,63.85002332950903,9,3.5690432483838954,3.782930479139525,0.0444354490126184,93.4198629405719,0,4125.152565852981,0.4202631634900461,6.288728632193879,149.64461099794266,1
921,8309.17929066817,94.0161683600348,4,2.252971240166851,71.42925714263126,11,4.368446816950417,9.681403509746666,0.092004885643604,84.67417276859241,1,3050.029240344142,0.4036434976401215,5.13332615868198,347.31351211817935,1
576,13973.379410956082,95.30632599050772,1,2.8008308581071555,94.7783646615155,10,4.746638892727296,7.495687639894757,0.0794986189617455,85.0567791993142,3,3628.707743379867,0.1417011462898457,7.84644534117165,460.7452044493463,0
802,16034.946713587848,98.58806967698308,5,4.680843621155707,62.89088049020948,13,0.1622308688786222,9.792991090768847,0.0428965079584902,94.41153058178682,4,4088.0482616547656,0.367116165959608,2.857442181594779,134.32658826817337,1
501,19975.212670894245,84.09604818112419,4,4.434334520999784,95.03542885467806,21,4.876505899499762,8.791191179292534,0.0068592972267356,95.86865917649882,9,4496.397563056858,0.3437245293421933,4.931309044610217,235.66851962831493,1
829,18996.699970153364,95.95996070438449,3,1.1053647153013304,80.97143933499005,19,4.352712315529398,5.864219321524325,0.08683045745345,87.43470950277106,3,2568.881667811724,0.3853450890720918,2.626708897516476,303.60571657882895,1
655,14638.477993027873,94.77092106793928,5,1.2775534334710843,76.33067095705704,12,1.9147370434904816,7.356505181233149,0.0765039931358341,95.80153633736612,3,4245.71957072902,0.2897795618249896,6.525813027235978,374.4037979325948,1
261,11318.72079941108,81.27589112507195,4,2.109382473150101,72.38722257405823,1,4.185346212785353,8.4968575643144,0.0790734837290714,88.87489350704712,8,2035.347582263607,0.2079947310133763,8.632272308603067,135.85397182250048,1
301,14542.66047062349,87.74446282420413,4,1.8083473965080328,71.88468632511368,19,3.6827899116547473,6.625427853300986,0.0744858732725555,97.15290696740762,3,3641.3426038294656,0.3654716677426112,7.8889892360408655,449.1224773155377,1
369,16784.77427120348,85.65530914120197,1,3.2664692892031804,72.23210329797915,6,3.965571883448459,2.4919000077457536,0.0275754489378082,80.49807544357185,3,1410.8292027185576,0.2485429706091288,9.497781753677986,116.21824816326058,1
962,6775.042863850809,86.0898084870806,3,4.562492214940452,95.39212323840783,0,1.1034551641952768,5.763570510989049,0.0858845719669337,81.66990141629701,3,1080.1218696963008,0.1875811604048642,9.74553203677232,443.07586672289705,1
915,11148.573345444323,99.65893759109402,5,4.83031193752664,88.95180920699141,2,3.242818509678327,3.0445866462931197,0.0002232553144108,95.52703614535363,1,1383.052504450559,0.2634516054877133,7.948304808237916,111.06070234610206,1
370,17597.03428453426,92.85554826959856,2,3.4412132864085194,86.78892031324602,19,0.1296294714964541,7.718774201681364,0.0237276278383752,92.48179255660664,7,2277.529946249904,0.4053079342403816,3.581254768422328,161.40932173094228,1
555,10757.49427899566,94.35352315587,0,4.27171640630489,91.94996595808004,11,4.241145662764244,7.445031325100817,0.0046559598824195,91.18040507271036,3,1124.3784552986572,0.2903172786144807,2.973352394937864,420.1295308614694,1
561,13578.084068407798,99.53235274630018,3,2.863409901038587,70.2845865201658,4,4.755214862378946,9.943265536416908,0.011059645666896,92.27957614677146,4,3521.96508874905,0.2199457053733688,5.027941310940493,444.06577488151135,1
826,13816.540412932973,87.54403564915278,2,1.4374712608701787,84.72171248327022,11,3.31061720317644,7.030478414352862,0.0532379137517505,98.60381254844302,7,2266.1781535290597,0.4327474459295313,9.944953251194086,492.9063317144903,1
351,7767.14379700459,96.03680336905612,3,2.861097854420648,78.40264955831805,2,2.5633482658800104,8.401103539071533,0.0037256189941034,93.11074062876132,3,3945.504270857192,0.4526575020723739,4.714012187354398,146.28593133747006,0
801,10433.531624784326,88.69061926608991,2,2.99787170646943,91.29766540800772,19,3.628655446815356,4.1463028071106605,0.0181381047700379,92.94952233319673,4,1183.6605450784225,0.2733001695090699,2.7916156951504187,310.58044643625266,1
395,10017.669331128982,97.3906734362996,2,3.8410590389610046,72.37024441893142,4,1.6318064411230848,4.720193082367838,0.0232740147390827,95.18941759412456,4,1866.8062661899928,0.2498752082907578,9.499085900049169,130.86233061587623,1
824,5392.950627980972,83.61315082622606,3,1.489473453683071,85.72714467479582,0,3.13193897906269,9.3361940190227,0.0655338805137221,97.33241411279651,5,2632.013701318794,0.345079578807586,4.473261798364205,162.56305038553984,1
819,5362.876458370329,98.9537235412856,1,2.1573967193902925,95.28849647269254,15,3.594864696532221,8.04153807700596,0.0468820524448231,85.2382495647671,6,2530.606249176185,0.1231897784231652,7.218089985048678,169.7975431625453,1
848,17475.455655136604,84.3754341682176,3,2.1381236114655486,76.08601904779715,8,0.7134039074059378,7.242153398381101,0.0458412523055458,92.33497718466607,2,1523.9946913453618,0.3765292642270389,8.093376807531282,125.35530058363418,1
437,9096.062149592186,86.52441013961862,3,4.817478180835242,62.66488349469846,9,0.7003400274829619,4.032221540664322,0.0768432554257624,91.67949927104952,9,4976.547254326628,0.4129150421508988,8.588403118535807,457.1919223713349,1
978,12771.181493582231,95.1238446821356,2,2.497752321470235,80.64203289367171,9,3.5806908885715343,7.588623429801321,0.0456721412074335,82.69698962996685,2,2137.7583233353434,0.2589767709028686,8.391523484105115,150.54220720574392,1
152,9480.883603831597,87.87510283130814,0,3.897922852841659,73.83889951228105,12,2.15891247082748,9.09410916033561,0.0348488742918046,90.40633947821424,8,3884.128338605852,0.1698463400029585,8.526221766999821,351.7363372049295,1
891,19110.188676730108,92.16422753532892,2,3.878651216184976,86.889015221887,15,4.4460074923045,3.8463812391572514,0.0962451045604332,81.3910102948093,0,1880.1067888468729,0.1115273500563454,7.008880848200928,350.29882582525653,1
316,8889.451382986606,88.89147002138857,4,1.6949488316145862,98.04131698994424,19,1.559694410784188,7.648991583326586,0.0008293309437857,83.69919174804679,9,4511.404842904336,0.35489823979484,4.63447962345214,179.45808214648488,1
863,11444.852191084026,94.84739874179564,3,3.0734136021727947,79.42433271987389,3,0.2121536862432227,5.149551627180069,0.0305393000075383,98.2592616383636,7,2551.0332405987697,0.2075973626539639,7.005581686574534,499.3645044943125,1
287,18090.953757269028,84.56662504737221,5,4.524363019933917,78.64760920622135,13,3.2493801461575984,2.95013930352496,0.0609392716379723,82.38486363084687,9,4603.609955956418,0.2855558348485137,8.530609006539219,238.94710927835453,1
479,17629.00350187713,81.16915974473754,3,2.6383897375562726,86.18339200765841,16,3.421196133012903,8.107685412269456,0.0782809236052805,91.57832599693587,2,2367.339678535885,0.2545422086630123,4.15578218161979,462.0377483853579,1
592,7791.521267694159,85.99858794946132,1,4.753028783041457,64.13990014374271,4,2.7679580448935512,3.337094313474691,0.0816412954758564,86.46961391986147,4,1034.5752859876538,0.169953918378985,3.668571912628361,479.3138929014981,1
140,17039.649646935657,89.48617329736861,5,1.465062031958727,70.14024755700058,12,3.4166632284729896,4.023170187922971,0.0046073131855172,91.10626581453224,2,3068.081724313846,0.3033474673842816,4.093364953946471,479.59552571987854,1
256,11872.80330106839,83.36040104385357,2,0.8337159759831383,96.75917302001594,2,2.618771722371975,8.263536327029538,0.0709132055557588,84.69947084904805,9,3099.151744604386,0.2838374090962952,5.961550564264315,401.1350350406891,0
114,12244.53308128033,87.09594579312777,1,4.511542429151372,86.79770453455065,4,3.463164080495228,7.937062284997101,0.0720253643471817,88.8875890935532,0,1479.336731154542,0.3496590491479329,1.4719948733255008,201.5220021247932,1
912,7002.199586239157,87.99966036587136,3,4.314565390829975,60.53776175933665,15,0.2196870327759725,4.03346452835516,0.0214079421456268,97.3466686629652,9,1939.8542936771696,0.2007539978119147,8.01073737115156,148.2621407241032,1
164,6209.02270635687,81.14783687376547,2,4.9666544417023015,68.1850189023608,18,1.8419868511051076,9.527716914770938,0.0112775028470092,87.52433955638713,4,4133.982363925397,0.1858556319413623,2.249667626051817,327.95399086168874,1
956,15919.089604606475,91.66614496368408,2,3.5572706965059173,87.31349064115597,18,1.054084589768423,3.722281800617532,0.0749686157695302,87.06061876001871,7,1147.023298514637,0.4257380239025888,2.195547911056889,244.01565243880415,1
938,12446.917285329497,97.68686855942576,4,4.715095670002173,90.57596810250296,16,0.4966306930581365,9.94897771971226,0.0249500006237278,88.9223615853933,4,2958.106746746723,0.3808768979856166,2.7789322542049453,432.4156047276898,1
